temperature,exhaust_vacuum,amb_pressure,r_humidity,energy_production,temperature_sqaure
17.54,42.42,1008.97,67.67,471.28,4.188078318274385
6.05,42.85,1013.09,91.88,485.02,2.4596747752497685
23.16,57.76,1017.74,63.79,451.79,4.812483766206386
21.3,48.92,1010.92,65.09,447.89,4.61519230368573
18.45,42.44,1013.45,63.52,459.79,4.295346318982906
24.2,57.85,1013.05,70.29,446.87,4.919349550499537
11.55,40.6,1014.44,87.06,475.14,3.398529093593286
18.16,39.99,1008.13,68.5,461.16,4.261455150532504
7.29,39.37,1019.24,73.46,478.19,2.7
32.81,75.08,1005.09,42.0,433.37,5.728001396647874
11.36,38.25,1013.22,86.16,473.55,3.370459909270543
30.53,65.18,1012.69,41.85,437.89,5.525395913416522
29.01,66.56,1006.44,57.62,428.32,5.386093203798093
25.68,58.41,1013.71,70.61,440.78,5.067543783727971
20.64,61.86,1012.81,99.97,447.14,4.5431266766402185
15.74,43.34,1013.38,81.45,463.24,3.9673668849754744
28.54,58.33,1013.9,49.4,439.28,5.342284155677232
24.57,49.82,1016.82,65.25,452.3,4.956813492557492
19.8,67.71,1005.58,69.65,446.03,4.449719092257398
14.4,42.99,1010.3,89.72,469.34,3.794733192202055
26.22,65.34,1015.17,47.25,444.06,5.120546845796843
32.45,68.3,1015.26,44.12,431.79,5.6964901474504455
17.17,44.68,1018.72,83.58,462.53,4.1436698710201325
10.03,43.13,1014.85,70.09,482.16,3.167017524422623
10.72,45.0,1023.22,86.95,480.62,3.2741411087489802
4.11,38.44,1015.9,81.79,488.05,2.0273134932713295
9.53,41.44,1018.01,80.09,481.83,3.087069808086626
13.18,43.72,1010.59,99.09,464.7,3.6304269721342695
18.12,58.95,1017.82,86.16,449.28,4.256759330758553
29.52,77.24,1008.55,76.24,433.82,5.43323108288245
22.88,71.73,1010.11,86.96,436.36,4.7833042972405595
13.76,45.87,1008.89,87.27,463.5,3.7094473981982814
10.35,38.38,1020.77,74.55,477.76,3.2171415884290826
15.09,44.34,1019.46,60.49,468.8,3.8845849199110063
29.07,72.51,1009.24,58.38,439.8,5.391660226683428
27.69,69.98,1008.52,60.93,433.47,5.262128846769148
8.01,40.46,1019.42,76.15,475.42,2.8301943396169813
20.63,43.77,1010.71,62.34,448.25,4.5420259796703055
14.35,40.71,1023.09,69.5,473.56,3.788139384975162
11.65,41.54,1020.09,67.96,476.4,3.4132096331752027
11.22,43.13,1017.24,80.9,473.93,3.3496268448888453
26.1,63.56,1013.12,61.0,442.75,5.10881590977792
12.59,44.34,1017.01,85.57,474.11,3.5482389998420345
8.86,40.23,1017.57,90.47,478.05,2.9765752132274432
32.31,62.04,1010.45,38.01,449.65,5.684188596448926
20.42,62.96,1020.34,84.0,452.08,4.518849411078001
8.13,71.14,1018.94,86.7,471.99,2.8513154858766505
28.71,64.69,1006.52,68.38,435.85,5.358171329847526
23.11,68.3,1017.83,86.62,437.91,4.807286136688766
30.49,64.44,1013.43,51.73,438.09,5.52177507691141
29.64,69.51,1012.13,44.65,428.69,5.44426303552648
18.86,51.43,1010.27,86.0,446.91,4.342810150121693
10.74,41.46,1016.76,84.59,479.94,3.277193921634788
27.05,59.15,1012.83,56.31,441.39,5.200961449578338
33.26,68.51,1012.49,52.68,429.38,5.767148342118485
22.62,51.3,1012.36,81.02,448.27,4.756048780237646
27.76,69.4,1004.27,72.25,430.68,5.2687759489277965
24.39,63.21,1012.59,80.88,446.4,4.938623289946299
9.68,40.22,1007.6,89.97,479.56,3.111269837220809
13.52,39.3,1018.99,69.22,469.41,3.676955262170047
12.83,41.67,1012.84,84.29,474.81,3.581898937714463
19.19,63.31,1016.88,66.58,453.16,4.380639222761902
22.36,58.79,1011.77,87.51,446.49,4.728636167014756
5.72,40.81,1025.78,92.46,487.8,2.3916521486202797
28.23,62.26,1010.88,60.86,435.76,5.313191131514093
28.32,72.58,1007.77,78.35,428.06,5.321653878260029
10.94,25.36,1009.47,100.1,470.9,3.3075670817082456
24.8,68.3,1018.01,80.41,436.17,4.979959839195493
13.81,40.2,1013.66,88.16,464.23,3.7161808352124095
31.92,75.33,1001.81,61.97,436.38,5.649778756730214
3.85,35.47,1016.78,85.31,489.78,1.9621416870348585
33.13,74.34,999.57,48.34,433.73,5.755866572463264
7.0,39.81,1017.47,87.65,484.51,2.6457513110645907
24.96,77.54,1008.25,80.6,433.4,4.995998398718719
26.42,59.27,1012.9,65.38,443.94,5.140038910358559
19.84,56.89,1013.23,78.32,447.92,4.454211490264018
20.17,58.12,1015.41,79.47,455.25,4.491102314577124
32.39,74.16,1008.53,61.09,431.17,5.691221310052878
21.47,60.93,1006.46,87.83,442.75,4.633573135281238
13.45,41.16,1022.04,82.96,460.57,3.6674241641784495
27.58,73.06,1009.63,88.31,438.1,5.251666402200353
29.65,74.9,1003.22,71.09,433.32,5.445181356024793
5.46,40.81,1025.73,93.52,474.87,2.3366642891095846
15.34,41.96,1012.08,100.12,468.33,3.916631205513228
24.43,72.43,1008.03,85.56,434.71,4.942671342502958
28.4,74.93,1013.65,48.6,442.23,5.329165037789691
25.64,63.87,1017.14,49.25,444.34,5.063595560468865
16.51,41.79,1007.1,74.03,457.74,4.063249930782009
13.95,38.73,1003.87,83.94,468.21,3.7349698793966195
9.77,39.04,1023.73,76.06,483.87,3.1256999216175565
16.68,53.16,1014.32,78.02,456.29,4.084115571332427
12.31,37.73,1023.3,63.01,472.08,3.508560958569767
22.76,49.02,1007.5,88.56,442.84,4.770744176750625
22.03,64.79,1017.95,76.2,450.25,4.693612681080534
23.43,61.47,1007.84,87.11,448.01,4.8404545241123795
18.28,41.1,1002.0,65.69,460.03,4.27551166528639
22.69,65.12,1016.35,72.02,446.91,4.763402145525822
27.29,64.45,1013.46,45.35,446.94,5.223983154643591
23.75,60.29,1017.36,64.04,449.57,4.873397172404482
21.36,52.3,1007.95,79.38,448.13,4.621688003316537
11.23,39.72,1018.46,60.62,475.04,3.351119216023208
19.36,39.54,1008.97,58.92,458.75,4.4
23.5,59.21,1018.29,63.0,443.31,4.847679857416329
16.69,46.18,1011.0,97.85,458.57,4.0853396431631
17.8,62.26,1011.81,89.81,451.62,4.219004621945797
21.75,58.79,1012.42,87.58,447.58,4.663689526544408
14.89,39.82,1013.23,82.49,470.19,3.8587562763149474
7.09,43.65,1019.6,72.1,483.42,2.6627053911388696
31.19,69.68,1012.6,52.06,440.97,5.584800802177281
24.82,59.27,1012.76,72.34,444.81,4.98196748283246
22.61,60.27,1018.81,83.27,440.98,4.754997371187496
14.48,40.89,1011.39,82.18,470.44,3.8052595180880897
15.49,39.0,1016.01,71.31,462.28,3.9357337308308855
26.76,48.41,1010.53,47.38,440.63,5.173006862551025
21.69,44.57,1005.84,71.53,447.88,4.657252408878008
5.12,40.78,1025.45,96.88,481.28,2.262741699796952
16.76,48.14,1012.92,65.74,456.31,4.093897898091744
12.36,40.56,1022.11,72.99,474.71,3.515679166249389
19.69,56.65,1020.82,71.54,453.96,4.437341546466758
30.29,59.22,1013.05,60.46,441.57,5.503635162326805
26.99,62.26,1011.13,71.27,436.89,5.195190083144215
21.37,57.76,1018.8,70.12,454.66,4.622769732530488
8.91,40.69,1015.11,89.65,481.59,2.98496231131986
29.89,65.74,1012.95,51.36,438.24,5.4671747731346585
20.21,69.94,1009.33,83.96,447.06,4.495553358597805
29.91,70.02,1010.18,64.1,437.63,5.469003565550127
17.51,44.9,1009.05,74.91,455.01,4.1844951905815355
32.42,75.08,1004.82,41.62,436.26,5.693856338194704
10.52,41.78,1013.54,71.52,474.58,3.243454948045371
23.69,73.67,1007.19,86.73,437.57,4.867237409455183
19.21,53.16,1013.18,81.64,454.01,4.382921400162226
24.01,65.18,1012.57,76.02,437.27,4.9
21.43,63.94,1017.28,57.49,449.02,4.629254799641083
18.26,59.15,1012.38,85.74,452.03,4.2731721238443
28.21,70.8,1010.45,77.92,435.99,5.3113086899558
17.79,46.21,1010.38,85.25,448.74,4.217819341792628
30.26,77.24,1008.39,74.25,430.51,5.500909015790027
10.31,37.5,1008.55,99.31,474.16,3.2109188716004646
22.45,59.87,1018.92,72.73,445.34,4.738143096192854
32.78,71.22,1005.12,48.77,438.77,5.725382083319855
24.97,68.61,1011.08,58.94,447.83,4.996999099459595
25.42,67.25,1017.92,68.61,439.43,5.041825066382213
24.1,52.84,1006.47,47.58,444.69,4.909175083453431
7.3,43.65,1019.33,67.62,482.96,2.701851217221259
26.05,65.27,1013.69,56.46,440.75,5.103920062069938
11.7,41.16,1019.58,87.49,464.12,3.420526275297414
9.07,40.67,1014.41,70.39,484.5,3.0116440692751194
24.05,67.83,1009.35,63.8,442.53,4.904079934095692
11.8,41.2,1017.18,82.71,475.19,3.4351128074635335
18.48,50.16,1011.45,99.92,452.06,4.298837052040936
4.87,42.85,1012.69,94.72,482.05,2.2068076490713913
25.36,60.07,1015.06,66.11,439.73,5.035871324805669
23.74,63.9,1014.73,81.9,445.47,4.872371086031933
28.23,64.05,1011.98,75.23,442.3,5.313191131514093
34.62,69.05,1000.68,38.35,425.41,5.88387627334226
24.52,56.85,1012.59,54.47,438.89,4.951767361255979
22.65,60.93,1006.43,85.13,440.52,4.759201613716317
18.5,46.93,1015.0,66.81,455.63,4.301162633521313
31.41,74.16,1008.65,68.5,430.37,5.604462507680822
14.56,53.82,1016.37,64.46,463.64,3.8157568056677826
27.36,58.33,1013.86,56.7,439.14,5.230678732248808
20.99,50.78,1008.55,75.14,449.07,4.581484475582123
16.16,25.88,1009.58,72.24,461.86,4.019950248448356
32.91,73.68,1014.49,50.62,426.28,5.736723803705386
23.5,50.23,1017.51,75.15,457.51,4.847679857416329
21.53,70.02,1010.33,95.95,440.93,4.640043103248073
28.31,74.34,998.42,79.23,431.95,5.320714237769211
13.6,42.86,1013.37,87.52,472.27,3.687817782917155
25.14,60.37,1006.63,77.17,438.39,5.01398045468867
18.53,48.98,1014.24,74.29,452.73,4.304648650006177
33.7,68.27,1007.16,50.41,427.4,5.805170109479997
22.21,48.14,1015.08,66.8,448.33,4.712748667179271
24.02,70.94,1008.0,79.55,441.57,4.901020301937138
14.8,58.2,1018.29,85.11,455.14,3.847076812334269
27.34,70.98,1008.82,71.42,438.73,5.228766584960549
24.32,66.25,1009.09,91.89,444.93,4.931531202375181
26.93,75.23,1010.19,62.12,434.1,5.189412298131649
12.67,42.86,1014.06,89.9,473.13,3.559494346111537
11.02,44.58,1016.4,83.57,481.85,3.3196385345395663
5.95,35.57,1025.84,77.61,487.72,2.4392621835300936
28.84,74.67,1016.52,67.43,428.98,5.370288632839021
7.05,43.65,1018.41,72.36,480.47,2.6551836094703507
23.74,49.5,1013.2,49.51,463.4,4.872371086031933
31.48,69.75,1008.9,45.66,438.19,5.610704055642215
25.09,69.68,1012.18,91.33,439.77,5.008991914547277
11.37,40.56,1017.56,64.8,478.88,3.371943060017473
21.52,66.51,1015.32,72.85,444.87,4.638965401897281
15.85,42.28,1007.4,82.12,467.3,3.9812058474788765
14.51,44.84,1023.23,82.33,465.09,3.809199390948182
9.82,39.64,1010.79,69.22,477.93,3.1336879231984796
5.63,39.22,1013.35,77.67,486.83,2.3727621035409343
24.54,60.29,1017.42,58.94,447.67,4.953786430600334
27.17,67.17,1006.76,81.59,431.73,5.21248501196886
16.36,44.88,1018.34,76.0,468.53,4.044749683231337
33.18,72.29,1009.51,58.35,435.26,5.7602083295658675
18.32,66.86,1012.02,70.0,454.46,4.280186911806539
11.93,41.38,1021.76,57.63,473.88,3.4539832078341086
10.72,35.76,1019.71,62.26,473.48,3.2741411087489802
17.67,53.16,1013.59,83.31,457.99,4.20356991139674
14.85,40.69,1014.91,72.64,469.3,3.8535697735995385
23.45,51.95,1005.23,76.17,449.07,4.8425200051213
12.28,42.34,1019.19,95.8,467.03,3.504283093587046
28.82,71.43,1011.51,58.58,443.68,5.36842621258782
22.36,58.79,1016.69,73.6,445.76,4.728636167014756
5.56,45.87,1006.99,96.48,476.61,2.3579652245103193
11.87,44.6,1018.81,84.68,468.47,3.4452866353904428
14.02,40.1,1015.56,82.44,467.32,3.744329045369811
14.33,45.51,1015.42,71.55,468.92,3.78549864614954
12.81,44.58,1016.49,80.76,475.5,3.5791060336346563
31.88,70.36,1006.2,57.51,438.42,5.646237685397241
23.0,57.76,1017.64,56.86,451.39,4.795831523312719
18.86,42.18,1001.16,98.58,457.07,4.342810150121693
14.74,42.77,1017.71,76.59,463.61,3.8392707640904935
6.99,40.07,1014.83,54.36,490.11,2.6438608132804573
25.64,47.01,1014.81,62.29,454.48,5.063595560468865
25.79,70.4,1007.11,86.03,437.98,5.078385570237849
15.86,38.62,1016.65,67.51,462.58,3.9824615503479754
30.76,69.14,1007.63,71.24,431.67,5.546169849544819
18.81,52.08,1005.77,98.86,450.72,4.337049688440288
30.26,72.58,1007.0,65.51,425.71,5.500909015790027
32.74,68.31,1010.23,41.29,441.66,5.721887800367987
27.97,68.31,1010.64,55.91,443.34,5.288667128870941
28.29,61.86,1011.87,64.17,438.25,5.3188344587888805
12.99,44.0,1025.22,90.27,470.93,3.6041642581880198
19.87,48.14,1016.94,81.56,451.14,4.457577817604534
8.57,41.17,1020.18,72.47,484.2,2.9274562336608896
31.26,70.36,1006.49,60.47,438.15,5.591064299397745
29.54,72.29,1011.0,42.0,443.79,5.435071296680476
29.13,62.26,1010.51,52.94,436.37,5.397221507405454
12.99,42.34,1018.04,96.25,465.98,3.6041642581880198
33.6,74.33,1012.31,35.66,428.62,5.796550698475776
20.58,50.9,1011.89,72.56,452.6,4.536518488885502
26.34,69.04,1009.44,72.06,444.13,5.132250968142536
25.33,73.21,1002.19,97.24,433.43,5.032891812864648
28.7,49.16,1004.42,36.51,439.45,5.357238094391549
19.92,46.97,1014.32,69.17,459.39,4.46318272088428
14.02,44.85,1016.54,75.73,469.53,3.744329045369811
21.04,54.2,1012.26,85.61,443.41,4.586937976471886
15.34,36.99,1007.87,94.59,464.58,3.916631205513228
26.36,73.68,1013.99,86.44,430.39,5.134199061197374
16.34,41.16,1006.36,75.52,462.56,4.042276586281547
17.28,39.99,1007.09,74.25,463.28,4.156921938165306
29.25,78.87,1012.05,84.28,430.49,5.408326913195984
24.61,69.68,1012.06,92.47,438.51,4.960846701924985
19.8,51.19,1008.25,91.98,446.66,4.449719092257398
10.45,39.69,1003.92,89.45,472.54,3.2326459750489227
24.86,65.34,1012.99,60.33,447.25,4.985980344927164
9.45,36.71,1024.24,83.28,476.02,3.0740852297878796
21.67,69.71,1010.46,96.83,440.16,4.655104724922953
25.58,47.01,1014.5,63.53,454.39,5.057667446560717
11.97,45.51,1016.84,81.47,472.82,3.459768778401239
28.02,71.77,1006.5,72.41,428.58,5.293392107146419
8.42,37.49,1009.22,82.15,478.87,2.9017236257093817
23.29,68.51,1013.19,77.81,441.17,4.825971404805461
22.83,41.1,1002.0,38.62,449.99,4.778074926160116
30.28,67.22,1014.39,53.32,447.67,5.502726596879042
24.96,69.68,1011.37,63.12,447.2,4.995998398718719
22.03,64.69,1007.21,75.75,440.92,4.693612681080534
16.75,36.99,1006.42,87.18,464.18,4.092676385936225
25.43,72.39,1002.65,88.13,436.1,5.042816673249187
31.88,66.44,1009.25,64.06,427.83,5.646237685397241
16.3,38.73,1001.79,73.45,465.7,4.03732584763727
31.35,71.97,1008.29,72.26,430.16,5.599107071667768
24.92,63.94,1017.7,44.92,441.07,4.991993589739474
19.92,38.52,1018.15,60.68,451.16,4.46318272088428
16.83,46.48,1007.21,87.23,455.64,4.102438299353203
15.09,39.52,1017.05,72.43,469.8,3.8845849199110063
26.51,67.25,1017.85,64.17,435.52,5.148786264742401
27.38,74.16,1010.08,78.61,436.65,5.232590180780452
30.37,76.09,1006.95,65.93,435.01,5.510898293381942
13.41,39.35,1015.1,79.32,471.85,3.661966684720111
12.85,41.14,1027.04,86.29,464.86,3.5846896657869842
27.75,66.51,1015.42,39.0,433.08,5.267826876426369
19.92,48.98,1014.32,64.99,455.57,4.46318272088428
21.19,74.93,1015.75,80.84,443.29,4.603259714593562
5.71,40.77,1022.51,89.58,485.75,2.3895606290697042
7.38,44.71,1020.27,70.55,486.91,2.716615541441225
29.29,70.36,1006.64,60.82,431.26,5.412023651093923
22.33,59.8,1016.84,67.09,450.07,4.725462940284264
22.04,58.05,1013.11,85.22,447.28,4.6946778377222005
22.75,59.39,1015.4,81.41,440.26,4.769696007084728
26.62,76.2,1006.06,69.13,437.81,5.159457335805772
11.33,41.16,1019.05,87.13,468.87,3.366006535941367
20.36,57.5,1014.36,82.96,452.28,4.512205669071391
15.63,41.79,1006.7,78.28,455.24,3.9534794801541593
32.87,70.8,1009.54,59.85,433.1,5.733236433289665
16.31,52.75,1024.4,55.69,456.58,4.038564101261734
14.41,40.83,1009.82,80.43,470.13,3.7960505792204615
15.6,43.71,1024.88,80.37,463.34,3.9496835316262997
28.85,58.33,1013.78,41.39,444.0,5.371219600798314
13.31,42.18,1016.0,83.94,466.56,3.64828726939094
22.33,71.94,1011.06,82.85,441.85,4.725462940284264
23.36,73.18,1011.96,89.15,435.85,4.833218389437829
16.02,39.54,1007.73,72.81,466.15,4.0024992192379
13.2,41.78,1010.49,64.96,468.58,3.63318042491699
23.17,62.39,1008.04,89.42,439.29,4.813522618623496
17.1,43.52,1020.3,70.51,461.51,4.135214625627067
23.09,51.19,1009.4,81.61,443.22,4.805205510693585
16.43,48.06,1010.73,61.26,459.63,4.053393639902248
11.55,42.34,1020.78,94.56,469.13,3.398529093593286
17.58,44.9,1020.52,71.48,459.78,4.192851058647325
22.74,61.87,1009.66,55.03,444.59,4.768647607026545
19.83,39.39,1013.73,59.16,463.72,4.453088815642463
18.03,58.86,1015.99,89.03,450.33,4.246174749112429
10.25,41.26,1007.44,98.08,476.03,3.2015621187164243
17.85,46.48,1007.79,83.59,458.16,4.224926034855522
18.91,56.9,1006.98,84.07,448.24,4.34856298103178
7.92,41.66,1014.84,76.12,483.38,2.814249455894058
29.12,66.56,1006.9,49.79,429.94,5.396295025292817
30.25,71.8,1010.87,60.4,437.28,5.5
23.43,60.32,1015.34,69.34,446.88,4.8404545241123795
31.11,74.87,1009.11,54.86,434.3,5.577633906953737
28.87,71.97,1008.74,82.61,435.86,5.373081052803875
13.92,41.16,1003.83,88.69,465.33,3.730951621235526
21.17,64.15,1021.25,62.38,454.15,4.601086828130937
31.59,43.5,1005.12,43.5,429.96,5.6204981985585585
20.32,39.72,1001.38,57.21,456.18,4.507771067833858
13.26,40.83,1007.97,90.63,472.14,3.641428291206625
25.74,68.94,1007.7,67.56,433.45,5.073460357586328
18.27,65.94,1013.09,84.72,450.33,4.274342054632502
24.2,63.21,1012.25,79.86,449.03,4.919349550499537
22.3,74.87,1009.69,86.18,442.78,4.722287581247038
22.48,67.45,1014.77,63.9,445.55,4.741307836451879
26.93,62.44,1011.02,70.05,435.11,5.189412298131649
27.38,59.21,1012.74,53.53,437.78,5.232590180780452
23.71,60.23,1009.76,90.67,439.66,4.86929152957594
26.71,59.39,1014.24,66.45,439.33,5.16817182376902
17.53,42.24,1016.9,60.95,470.63,4.186884283091665
25.24,68.67,1006.76,76.95,442.29,5.023942674832188
7.35,41.66,1015.55,79.67,485.35,2.711088342345192
30.22,68.3,1014.91,34.9,434.3,5.497272050753901
12.11,41.17,1019.46,62.59,475.53,3.479942528261063
11.43,44.78,1013.43,82.45,471.09,3.380828300875393
25.45,75.23,1011.41,73.33,441.65,5.044799302251775
25.31,49.82,1014.62,62.15,453.05,5.030904491242106
25.55,58.95,1017.12,51.84,442.3,5.054700782440045
13.52,40.83,1008.31,84.14,471.95,3.676955262170047
11.87,41.78,1012.97,64.79,470.84,3.4452866353904428
10.05,37.14,1012.64,75.97,474.16,3.170173496829472
29.31,68.67,1006.18,63.38,435.57,5.413871073455665
26.2,65.18,1011.42,47.82,440.07,5.118593556827891
19.35,50.12,1005.43,100.1,447.43,4.398863489584555
22.7,59.92,1011.05,90.84,436.7,4.764451699828638
27.61,59.54,1005.84,71.27,437.85,5.25452186216786
27.13,69.45,1013.9,51.16,434.47,5.208646657242167
17.15,43.69,1017.05,63.36,463.88,4.141255848169731
27.11,66.49,1013.71,39.28,435.79,5.206726418777925
24.96,60.27,1018.68,69.97,442.67,4.995998398718719
23.62,61.87,1010.07,48.77,447.93,4.860041152089146
16.31,68.28,1003.98,98.62,450.33,4.038564101261734
27.76,75.33,1003.69,79.62,433.03,5.2687759489277965
25.25,58.46,1015.54,70.76,444.05,5.024937810560445
7.78,40.8,1026.7,85.61,488.54,2.7892651361962706
23.06,63.9,1013.54,65.28,447.36,4.802082881417188
30.33,70.32,1007.75,52.49,430.1,5.5072679252057455
13.49,43.41,1015.75,57.86,461.06,3.6728735344413916
25.26,65.61,1014.43,58.35,447.34,5.025932749251625
12.3,39.85,1012.59,73.38,476.42,3.5071355833500366
19.74,45.38,1015.11,80.67,459.39,4.442971978304612
10.47,44.21,1017.87,85.34,476.02,3.2357379374726873
19.7,54.42,1011.83,89.86,450.48,4.43846820423443
28.21,70.02,1010.58,51.34,442.47,5.3113086899558
27.76,44.89,1009.4,50.15,442.83,5.2687759489277965
11.76,40.96,1023.22,81.31,475.18,3.4292856398964493
30.96,64.44,1013.63,49.64,437.61,5.5641710972974225
21.74,60.27,1015.82,88.96,441.22,4.662617290749907
15.2,40.55,1005.0,88.4,465.09,3.8987177379235853
19.09,66.51,1015.11,76.38,458.41,4.369210454990696
29.14,67.45,1015.51,46.47,433.34,5.3981478305063115
30.3,73.9,1006.72,55.13,440.79,5.504543577809154
14.1,42.18,1015.05,78.25,463.3,3.7549966711037173
32.43,68.31,1010.09,42.22,439.75,5.694734409961539
27.05,67.79,1010.99,71.37,443.89,5.200961449578338
13.99,36.71,1013.43,83.13,473.2,3.7403208418530087
21.86,49.21,1014.61,53.31,452.77,4.675467891024383
13.69,40.83,1008.53,84.81,471.26,3.6999999999999997
13.83,43.22,1010.62,70.8,464.39,3.7188707963574106
27.04,65.06,1013.33,52.37,439.84,5.2
12.54,40.1,1015.73,84.29,475.02,3.5411862419251547
24.8,50.23,1016.62,63.13,453.56,4.979959839195493
4.15,39.9,1007.62,95.69,489.8,2.0371548787463363
31.31,64.44,1014.24,51.08,438.14,5.595533933415112
17.04,56.03,1020.38,68.69,462.48,4.127953488110059
14.91,39.28,1014.57,75.23,469.34,3.8613469152615645
4.99,39.04,1020.45,78.89,472.52,2.233830790368868
29.0,77.54,1011.33,75.13,431.37,5.385164807134504
17.74,49.69,1006.09,80.7,457.05,4.211887937730538
6.05,41.14,1027.69,86.93,481.02,2.4596747752497685
12.15,71.14,1019.56,86.06,462.51,3.4856850115866753
29.2,70.79,1004.8,63.74,425.2,5.403702434442518
11.79,45.09,1013.16,89.17,469.49,3.433656942677879
26.96,72.58,1009.23,89.62,429.03,5.192301994298868
19.79,64.45,1016.14,73.54,451.37,4.448595283907045
9.0,40.78,1025.39,99.22,468.5,3.0
5.53,40.64,1020.78,97.25,479.88,2.3515952032609695
17.51,39.54,1010.22,71.53,462.12,4.1844951905815355
18.14,49.78,1002.95,100.09,451.44,4.259107887809371
29.83,71.98,1004.32,67.55,426.98,5.46168472176855
16.32,50.88,1013.37,97.19,458.28,4.039801975344831
22.29,61.27,1019.05,58.23,449.81,4.72122865364515
16.55,41.66,1011.45,55.53,465.14,4.068169121361598
16.48,48.92,1011.84,64.16,458.67,4.059556626036888
25.91,58.98,1010.02,75.31,442.65,5.090186637049765
30.7,67.69,1005.92,51.58,429.58,5.540758070878027
25.1,60.37,1005.83,72.53,438.44,5.0099900199501395
11.92,41.2,1016.99,81.24,476.0,3.4525353003264136
19.26,65.61,1015.03,85.74,451.85,4.3886216514983385
18.85,67.32,1012.91,82.37,446.7,4.341658669218482
18.21,49.69,1013.54,80.16,454.25,4.267317658670374
32.37,68.67,1005.45,47.98,430.35,5.68946394662977
15.86,43.5,1021.22,75.38,459.42,3.9824615503479754
20.72,44.57,1008.96,72.57,449.76,4.551922670696417
23.76,61.5,1009.15,68.52,441.16,4.874423042781577
23.05,65.94,1010.99,69.73,442.39,4.801041553663121
31.98,73.42,1010.66,60.06,432.2,5.655086206239477
18.94,48.7,1008.5,94.83,451.38,4.352011029397789
32.48,69.89,1013.98,46.39,434.13,5.699122739510003
17.7,49.21,1015.16,67.91,455.97,4.207136793592526
19.86,59.14,1016.12,69.32,449.82,4.456455991031438
10.42,39.96,1025.21,95.69,470.81,3.2280024783137944
32.89,66.44,1009.94,60.55,431.54,5.734980383575867
28.53,76.86,999.08,75.77,431.64,5.341348144429457
21.9,55.5,1018.85,60.27,456.52,4.679743582719036
23.39,64.63,1020.45,58.22,449.27,4.836320915737499
14.85,45.01,1013.12,85.53,460.19,3.8535697735995385
24.26,69.51,1013.43,53.23,442.56,4.9254441424099005
22.21,61.5,1008.34,76.22,445.77,4.712748667179271
13.73,45.08,1023.55,81.64,470.35,3.705401462729781
25.15,57.32,1012.41,41.84,440.1,5.014977567247933
17.36,52.9,1015.42,69.97,458.66,4.166533331199932
14.08,39.31,1011.67,72.0,464.16,3.752332607858744
9.61,39.04,1023.45,75.66,483.86,3.1
20.57,60.1,1011.16,83.45,451.88,4.535416188179426
29.72,68.24,1009.92,66.42,426.54,5.451605268175604
25.27,63.91,1009.82,75.48,440.39,5.026927491022722
7.18,38.56,1016.49,70.37,487.63,2.6795522013948525
28.68,70.32,1008.51,45.73,430.48,5.355371135598354
27.88,63.87,1017.79,40.0,443.24,5.280151512977634
24.1,60.29,1008.2,61.81,449.79,4.909175083453431
7.51,41.66,1015.9,78.31,485.58,2.7404379212089442
14.08,43.41,1015.59,54.15,466.99,3.752332607858744
15.37,50.59,1019.02,98.2,463.35,3.9204591567825315
15.37,43.34,1014.84,80.37,460.02,3.9204591567825315
22.05,59.92,1009.06,93.74,437.9,4.695742752749559
12.51,49.83,1008.61,94.27,452.84,3.5369478367654787
21.08,70.32,1011.39,88.79,440.59,4.591296113299598
20.11,50.78,1008.73,93.24,447.42,4.484417464955732
8.89,41.54,1019.27,82.87,483.82,2.981610303175115
34.4,77.95,1009.83,57.86,430.87,5.865151319446072
3.38,41.31,998.79,97.76,489.11,1.8384776310850235
17.59,65.48,1018.96,81.34,454.51,4.194043395102153
26.05,73.88,1005.67,82.08,439.96,5.103920062069938
21.58,63.87,1015.27,63.15,451.88,4.645427859734774
14.66,40.89,1009.72,91.56,465.73,3.8288379438153295
25.18,47.93,1002.92,60.33,441.29,5.017967716117751
20.41,56.03,1019.94,55.85,458.29,4.517742799230607
28.26,63.13,1012.0,68.35,440.58,5.316013544000805
21.76,47.93,1005.34,86.28,444.77,4.664761515876241
20.83,70.72,1009.56,89.37,446.48,4.56398948289761
25.16,57.17,1009.86,75.7,442.03,5.015974481593781
10.48,39.58,1011.81,88.86,472.61,3.237282811247729
16.69,40.56,1019.92,51.43,469.9,4.0853396431631
21.17,59.8,1016.06,77.73,455.66,4.601086828130937
16.5,44.63,1020.58,64.11,458.78,4.06201920231798
15.83,41.67,1013.39,74.12,464.93,3.9786932528155523
6.86,42.49,1007.95,93.96,486.14,2.619160170741759
16.69,53.82,1015.39,63.62,458.96,4.0853396431631
22.24,64.27,1012.97,89.54,443.76,4.715930449020639
25.48,65.12,1016.12,53.66,447.85,5.047771785649585
31.43,69.89,1014.8,56.22,426.15,5.606246516163912
24.14,59.87,1018.47,57.76,444.04,4.913247398615299
28.79,70.79,1003.83,65.9,425.64,5.365631370118525
29.58,66.51,1015.57,32.95,435.47,5.438749856354859
13.72,44.47,1027.2,68.89,470.66,3.704051835490427
25.44,63.13,1011.74,77.83,441.91,5.043808085167397
26.75,64.79,1017.79,54.31,438.4,5.172040216394301
17.69,44.34,1019.31,61.12,464.13,4.205948168962618
24.85,71.98,1005.97,95.09,433.64,4.984977432245807
